1.17 -1.4425e-06 2.42402e-05 -3.60728e-06 4.13173e-05 -0.923556 0.401296 -0.398525 -0.909569 -0.496514 5.3365 -0.423112 -0.0404069 34.7494 0.0346319 -0.000963571 0.0295997 
1.185 -1.49726e-06 2.48639e-05 -3.69461e-06 4.18312e-05 -0.929432 0.387609 -0.384915 -0.915362 -0.50286 5.33589 -0.423064 -0.0409268 34.7494 0.0350759 -0.000976005 0.0295996 
1.2 -1.55334e-06 2.54952e-05 -3.78277e-06 4.23445e-05 -0.935103 0.373835 -0.371221 -0.920953 -0.509206 5.33527 -0.423014 -0.0414467 34.7494 0.0355199 -0.000988438 0.0295996 
1.215 -1.61074e-06 2.61342e-05 -3.87177e-06 4.28571e-05 -0.940569 0.35998 -0.357448 -0.926341 -0.51555 5.33464 -0.422964 -0.0419665 34.7494 0.0359639 -0.00100087 0.0295996 
1.23 -1.66949e-06 2.67809e-05 -3.96159e-06 4.3369e-05 -0.945827 0.346045 -0.343598 -0.931524 -0.521895 5.33401 -0.422914 -0.0424863 34.7494 0.0364079 -0.0010133 0.0295996 
1.245 -1.72959e-06 2.74353e-05 -4.05222e-06 4.38802e-05 -0.950877 0.332034 -0.329673 -0.936501 -0.528238 5.33337 -0.422863 -0.043006 34.7494 0.0368519 -0.00102574 0.0295996 
1.26 -1.79105e-06 2.80973e-05 -4.14366e-06 4.43908e-05 -0.955717 0.31795 -0.315678 -0.941271 -0.53458 5.33272 -0.422811 -0.0435257 34.7493 0.0372959 -0.00103817 0.0295996 
1.275 -1.8539e-06 2.8767e-05 -4.23589e-06 4.49007e-05 -0.960347 0.303796 -0.301614 -0.945834 -0.540922 5.33206 -0.422758 -0.0440452 34.7493 0.0377398 -0.0010506 0.0295996 
1.29 -1.91813e-06 2.94443e-05 -4.32891e-06 4.54099e-05 -0.964765 0.289575 -0.287486 -0.950187 -0.547263 5.3314 -0.422705 -0.0445648 34.7493 0.0381838 -0.00106304 0.0295996 
1.305 -1.98377e-06 3.01293e-05 -4.4227e-06 4.59185e-05 -0.968971 0.275291 -0.273296 -0.954332 -0.553603 5.33073 -0.422652 -0.0450842 34.7493 0.0386278 -0.00107547 0.0295995 
1.32 -2.05081e-06 3.08219e-05 -4.51726e-06 4.64263e-05 -0.972964 0.260945 -0.259046 -0.958265 -0.559943 5.33005 -0.422597 -0.0456037 34.7493 0.0390718 -0.0010879 0.0295995 
1.335 -2.11928e-06 3.15221e-05 -4.61258e-06 4.69334e-05 -0.976743 0.246543 -0.244741 -0.961988 -0.566281 5.32936 -0.422543 -0.046123 34.7493 0.0395158 -0.00110034 0.0295995 
1.35 -2.18919e-06 3.22299e-05 -4.70864e-06 4.74399e-05 -0.980307 0.232086 -0.230384 -0.965498 -0.572619 5.32866 -0.422487 -0.0466423 34.7493 0.0399598 -0.00111277 0.0295995 
1.365 -2.26054e-06 3.29453e-05 -4.80545e-06 4.79456e-05 -0.983654 0.217578 -0.215977 -0.968796 -0.578956 5.32796 -0.422431 -0.0471615 34.7492 0.0404038 -0.0011252 0.0295995 
1.38 -2.33335e-06 3.36682e-05 -4.90298e-06 4.84507e-05 -0.986786 0.203022 -0.201523 -0.97188 -0.585292 5.32725 -0.422374 -0.0476807 34.7492 0.0408478 -0.00113764 0.0295995 
1.395 -2.40763e-06 3.43988e-05 -5.00124e-06 4.8955e-05 -0.9897 0.188421 -0.187026 -0.97475 -0.591627 5.32653 -0.422317 -0.0481998 34.7492 0.0412918 -0.00115007 0.0295995 
1.41 -2.48339e-06 3.51369e-05 -5.1002e-06 4.94587e-05 -0.992397 0.173779 -0.172489 -0.977405 -0.597961 5.3258 -0.422259 -0.0487188 34.7492 0.0417358 -0.0011625 0.0295995 
1.425 -2.56064e-06 3.58825e-05 -5.19987e-06 4.99616e-05 -0.994875 0.159099 -0.157915 -0.979846 -0.604295 5.32507 -0.4222 -0.0492378 34.7492 0.0421798 -0.00117494 0.0295994 
